# 李晓琪等-现代汉语音节动态统计分析
#  Worlton, Daniel S. (2014) “超越汉字：现代汉语音节动态统计分析”李晓琪、贾益民、徐娟（主编）《数字化汉语教学（2014）》，北京：清华大学出版社，437-443.
# 备份: https://linguistese.com/yinjiebiao
#
# 备注：
# -  yan5 或为“䶮 yǎn”，但非轻声。
# - 部分音节可能有问题: 艈 uu5, 虲 uu5, 莻 neus5
#
# 汉字序号	汉字	音节	P(Z|Y)	P(Y|Z)	音节序号	载字量

289	达	da5	0.115	0.005	1031	7
559	答	da5	0.587	0.048	1031	7
3550	瘩	da5	0.111	0.667	1031	7
2107	臭	chou4	1.000	0.949	1032	1
2150	吼	hou3	1.000	1.000	1033	1
56	家	jia5	0.555	0.006	1034	3
1106	甲	jia5	0.117	0.026	1034	3
2799	稼	jia5	0.328	0.750	1034	3
2194	蠢	chun3	0.999	1.000	1035	2
2267	寡	gua3	0.912	1.000	1036	3
2863	屯	tun2	0.359	0.875	1037	8
3198	臀	tun2	0.270	1.000	1037	8
3307	豚	tun2	0.236	1.000	1037	8
1653	吐	tu4	0.173	0.085	1038	5
2364	兔	tu4	0.806	1.000	1038	5
48	发	fa5	1.000	0.010	1039	1
233	少	shao5	0.947	0.028	1040	2
2265	饶	rao2	0.938	1.000	1041	4
2253	聘	pin4	0.966	1.000	1042	2
59	成	cheng4	0.286	0.003	1043	3
448	称	cheng4	0.581	0.033	1043	3
3738	秤	cheng4	0.133	0.929	1043	3
1949	哩	li1	1.000	0.692	1044	1
532	派	pa1	0.140	0.010	1045	4
2812	啪	pa1	0.464	1.000	1045	4
2977	趴	pa1	0.367	1.000	1045	4
2232	拐	guai3	1.000	1.000	1046	1
2243	窄	zhai3	1.000	1.000	1047	1
2254	棍	gun4	0.997	1.000	1048	3
1758	夹	jia2	0.143	0.077	1049	9
2654	颊	jia2	0.590	1.000	1049	9
720	担	dan5	0.348	0.034	1050	2
1280	丹	dan5	0.652	0.174	1050	2
2260	耍	shua3	1.000	1.000	1051	1
2262	愣	leng4	0.999	1.000	1052	2
2459	窜	cuan4	0.765	1.000	1053	3
3406	篡	cuan4	0.225	1.000	1053	3
2932	炯	jiong3	0.414	1.000	1054	9
2978	窘	jiong3	0.384	1.000	1054	9
3637	迥	jiong3	0.172	1.000	1054	9
821	伯	bo5	0.188	0.022	1055	5
1979	卜	bo5	0.504	0.341	1055	5
2439	膊	bo5	0.268	0.333	1055	5
1194	啦	la5	0.899	0.200	1056	5
2238	歪	wai1	1.000	0.938	1057	1
24	说	shuo5	1.000	0.006	1058	1
2087	抹	mo3	0.995	0.762	1059	2
2838	蹦	beng4	0.496	1.000	1060	9
3292	迸	beng4	0.280	1.000	1060	9
3799	泵	beng4	0.149	1.000	1060	9
2389	谬	miu4	0.927	1.000	1061	2
2216	逮	dai3	0.390	0.333	1062	3
2907	歹	dai3	0.464	1.000	1062	3
3835	傣	dai3	0.145	1.000	1062	3
2542	驴	lu:2	0.767	1.000	1063	6
3969	榈	lu:2	0.129	1.000	1063	6
4164	闾	lu:2	0.103	1.000	1063	6
2347	噢	o1	1.000	1.000	1064	1
79	分	fen5	0.603	0.007	1065	2
784	份	fen5	0.397	0.040	1065	2
392	罗	luo1	0.807	0.034	1066	3
496	落	luo1	0.132	0.007	1066	3
2353	捧	peng3	1.000	1.000	1067	1
868	困	kun3	0.280	0.032	1068	7
2639	捆	kun3	0.682	1.000	1068	7
2370	眨	zha3	0.974	1.000	1069	6
881	娘	niang5	1.000	0.114	1070	1
713	哈	ha3	1.000	0.083	1071	1
3351	挛	luan2	0.287	1.000	1072	10
3787	峦	luan2	0.168	1.000	1072	10
3906	鸾	luan2	0.145	1.000	1072	10
4203	銮	luan2	0.107	1.000	1072	10
2377	爽	shuang3	1.000	0.967	1073	1
76	看	kan5	1.000	0.010	1074	1
2937	栓	shuan1	0.502	1.000	1075	3
3169	拴	shuan1	0.373	1.000	1075	3
4109	闩	shuan1	0.125	1.000	1075	3
2437	轴	zhou2	0.955	0.979	1076	3
2421	宠	chong3	1.000	1.000	1077	1
1723	钻	zuan4	0.603	0.244	1078	3
2181	赚	zuan4	0.230	0.167	1078	3
3825	攥	zuan4	0.167	1.000	1078	3
2590	灿	can4	0.802	1.000	1079	5
652	哪	nei3	0.881	0.059	1080	4
4158	馁	nei3	0.118	1.000	1080	4
2495	嗓	sang3	0.921	1.000	1081	4
435	精	jing5	0.151	0.006	1082	3
935	睛	jing5	0.741	0.083	1082	3
3321	菁	jing5	0.108	0.333	1082	3
2470	乖	guai1	0.985	1.000	1083	2
652	哪	na5	0.930	0.059	1084	2
609	育	yo1	0.212	0.012	1085	3
2524	哟	yo1	0.632	0.667	1085	3
3964	唷	yo1	0.156	1.000	1085	3
2209	萄	tao5	0.838	0.583	1086	3
304	色	shai3	1.000	0.027	1087	1
3100	赁	lin4	0.441	1.000	1088	7
3508	吝	lin4	0.272	1.000	1088	7
3820	躏	lin4	0.182	1.000	1088	7
2483	剖	pou1	1.000	1.000	1089	1
2500	嫩	nen4	0.986	1.000	1090	2
49	作	zuo5	1.000	0.007	1091	1
2507	捞	lao1	0.999	1.000	1092	2
2543	朽	xiu3	0.959	1.000	1093	2
1254	烦	fan5	0.817	0.148	1094	2
1327	泛	fan5	0.183	0.037	1094	2
2714	莽	mang3	0.775	1.000	1095	6
3694	蟒	mang3	0.221	1.000	1095	6
2378	咖	ga1	0.142	0.118	1096	7
2489	胳	ga1	0.172	0.167	1096	7
2531	伽	ga1	0.159	0.160	1096	7
2851	嘎	ga1	0.339	0.533	1096	7
3097	搓	cuo1	0.308	0.667	1097	4
3262	磋	cuo1	0.381	1.000	1097	4
3488	撮	cuo1	0.290	1.000	1097	4
2705	瞥	pie1	0.792	1.000	1098	3
2883	撇	pie1	0.206	0.333	1098	3
652	哪	ne2	1.000	0.059	1099	1
144	应	ying5	0.774	0.010	1100	2
2721	蝇	ying5	0.226	0.286	1100	2
2472	捏	nie1	1.000	0.900	1101	1
496	落	lao4	0.176	0.007	1102	9
3443	烙	lao4	0.256	0.800	1102	9
3667	酪	lao4	0.246	1.000	1102	9
4177	涝	lao4	0.138	1.000	1102	9
2664	虐	nu:e4	0.878	1.000	1103	2
4153	疟	nu:e4	0.122	0.857	1103	2
2321	讽	feng3	0.997	0.714	1104	3
2648	犬	quan3	0.903	1.000	1105	3
685	欢	huan5	0.766	0.047	1106	2
1837	唤	huan5	0.234	0.091	1106	2
2707	奢	she1	0.855	1.000	1107	5
2363	爪	zhua3	1.000	0.750	1108	1
507	参	cen1	0.999	0.040	1109	2
2601	甩	shuai3	1.000	1.000	1110	1
2897	棱	leng2	0.534	0.789	1111	6
3221	楞	leng2	0.448	1.000	1111	6
471	阿	e1	0.871	0.032	1112	3
1571	朵	duo5	0.979	0.250	1113	2
4	不	bu2	0.980	0.001	1114	2
2929	绰	chuo4	0.593	0.900	1115	6
4004	啜	chuo4	0.121	0.667	1115	6
4056	辍	chuo4	0.172	1.000	1115	6
4417	龊	chuo4	0.112	1.000	1115	6
2629	晒	shai4	1.000	1.000	1116	1
1039	蒙	meng1	1.000	0.107	1117	1
2214	晕	yun1	0.849	0.483	1118	7
4293	氲	yun1	0.136	1.000	1118	7
682	排	pai3	0.735	0.040	1119	2
1007	迫	pai3	0.265	0.026	1119	2
732	差	ci1	0.677	0.041	1120	5
1058	刺	ci1	0.117	0.013	1120	5
3984	疵	ci1	0.191	1.000	1120	5
1796	晃	huang4	1.000	0.333	1121	1
1433	薄	bao2	0.816	0.164	1122	3
4036	雹	bao2	0.183	1.000	1122	3
3474	捻	nian3	0.350	1.000	1123	7
3682	碾	nian3	0.269	1.000	1123	7
3791	撵	nian3	0.235	1.000	1123	7
236	才	cai5	0.857	0.014	1124	2
1177	彩	cai5	0.143	0.019	1124	2
2673	垮	kua3	0.983	1.000	1125	4
2704	熬	ao1	0.238	0.250	1126	2
2861	凹	ao1	0.762	1.000	1126	2
2792	挠	nao2	0.849	1.000	1127	6
966	勒	lei1	1.000	0.089	1128	1
3275	勺	shao2	0.458	1.000	1129	5
3457	韶	shao2	0.364	1.000	1129	5
4354	芍	shao2	0.130	1.000	1129	5
1569	漂	piao3	0.582	0.136	1130	6
3625	瞟	piao3	0.302	1.000	1130	6
1018	宁	ning4	0.567	0.055	1131	4
3177	拧	ning4	0.132	0.250	1131	4
3935	泞	ning4	0.212	1.000	1131	4
3259	匡	kuang1	0.479	1.000	1132	5
3421	筐	kuang1	0.389	1.000	1132	5
2748	俺	an3	0.933	1.000	1133	5
1266	咱	zan5	1.000	0.143	1134	1
2927	胚	pei1	0.759	1.000	1135	4
3865	呸	pei1	0.237	1.000	1135	4
2728	尬	ga4	1.000	1.000	1136	1
240	太	tai5	0.666	0.010	1137	2
528	态	tai5	0.334	0.012	1137	2
956	莫	mo5	0.192	0.015	1138	4
1164	末	mo5	0.216	0.025	1138	4
1367	摸	mo5	0.453	0.071	1138	4
1537	磨	mo5	0.139	0.029	1138	4
3358	琛	chen1	0.460	1.000	1139	6
3546	嗔	chen1	0.371	1.000	1139	6
2762	酿	niang4	1.000	1.000	1140	1
1835	娃	wa5	0.842	0.250	1141	2
2432	哇	wa5	0.158	0.100	1141	2
3583	酣	han1	0.369	1.000	1142	7
3721	憨	han1	0.307	1.000	1142	7
3819	鼾	han1	0.271	1.000	1142	7
2805	寝	qin3	0.979	1.000	1143	3
2695	凿	zao2	1.000	0.867	1144	1
2806	髓	sui3	1.000	1.000	1145	1
623	毛	mao5	1.000	0.038	1146	1
3010	肘	zhou3	0.781	1.000	1147	3
3629	帚	zhou3	0.219	0.600	1147	3
143	手	shou5	0.670	0.006	1148	2
482	首	shou5	0.330	0.009	1148	2
1435	扫	sao4	0.549	0.086	1149	7
2784	梢	sao4	0.108	0.100	1149	7
4381	臊	sao4	0.105	0.667	1149	7
4571	埽	sao4	0.124	1.000	1149	7
4642	瘙	sao4	0.113	1.000	1149	7
3141	憋	bie1	0.681	1.000	1150	4
3953	鳖	bie1	0.258	1.000	1150	4
3015	凛	lin3	0.802	1.000	1151	4
4707	懔	lin3	0.105	1.000	1151	4
2948	眯	mi1	0.439	0.500	1152	2
3313	咪	mi1	0.561	1.000	1152	2
269	形	xing5	0.317	0.005	1153	3
537	星	xing5	0.384	0.012	1153	3
2016	猩	xing5	0.299	0.100	1153	3
2641	逛	guang4	0.997	0.750	1154	2
1035	熟	shou2	1.000	0.078	1155	1
3138	邹	zou1	0.707	1.000	1156	10
816	弟	di5	1.000	0.053	1157	1
2944	戳	chuo1	0.929	1.000	1158	2
3176	逞	cheng3	0.698	1.000	1159	4
4023	骋	cheng3	0.258	1.000	1159	4
1317	裂	lie3	0.116	0.014	1160	2
2740	咧	lie3	0.884	0.714	1160	2
1830	闷	men1	1.000	0.250	1161	1
3347	舔	tian3	0.568	1.000	1162	9
4025	腆	tian3	0.260	1.000	1162	9
4717	忝	tian3	0.112	1.000	1162	9
3743	鬓	bin4	0.352	1.000	1163	6
3963	殡	bin4	0.277	1.000	1163	6
4356	摈	bin4	0.178	1.000	1163	6
4548	膑	bin4	0.141	1.000	1163	6
2092	朴	piao2	0.145	0.050	1164	3
3462	嫖	piao2	0.499	1.000	1164	3
3734	瓢	piao2	0.356	1.000	1164	3
324	拉	la3	0.126	0.002	1165	3
2676	喇	la3	0.871	0.630	1165	3
3024	沁	qin4	0.871	1.000	1166	4
4827	揿	qin4	0.101	1.000	1166	4
1433	薄	bo4	0.429	0.060	1167	5
1596	柏	bo4	0.376	0.067	1167	5
3585	簸	bo4	0.127	0.286	1167	5
1941	膀	pang1	0.267	0.071	1168	4
3504	乓	pang1	0.499	1.000	1168	4
4414	滂	pang1	0.172	1.000	1168	4
3309	掺	chan1	0.422	0.667	1169	3
3385	搀	chan1	0.570	1.000	1169	3
2851	嘎	ga2	0.527	0.467	1170	5
3643	噶	ga2	0.422	1.000	1170	5
1242	丈	zhang5	1.000	0.100	1171	1
1915	哦	o4	1.000	0.250	1172	1
1915	哦	o2	1.000	0.250	1172	1
3043	袜	wa4	0.899	1.000	1174	4
115	公	gong5	1.000	0.006	1175	1
595	诉	su5	1.000	0.029	1176	1
261	指	zhi5	0.628	0.007	1177	2
2335	肢	zhi5	0.372	0.154	1177	2
179	老	lao5	0.532	0.005	1178	3
2873	姥	lao5	0.319	0.273	1178	3
3399	唠	lao5	0.149	0.250	1178	3
2995	颓	tui2	0.992	1.000	1179	4
2794	搂	lou3	0.658	0.500	1180	3
4000	篓	lou3	0.301	1.000	1180	3
1608	钢	gang4	0.104	0.017	1181	4
3065	杠	gang4	0.871	0.958	1181	4
3000	忖	cun3	1.000	1.000	1182	1
591	密	mi5	0.829	0.023	1183	2
1153	迷	mi5	0.171	0.014	1183	2
49	作	zuo1	0.982	0.003	1184	2
3142	噜	lu1	0.668	0.778	1185	2
3934	撸	lu1	0.332	1.000	1185	2
2731	嚼	jiao2	0.938	0.625	1186	2
1635	腾	teng5	0.999	0.158	1187	2
639	承	cheng5	1.000	0.028	1188	1
3330	跄	qiang4	0.590	0.800	1189	4
3418	呛	qiang4	0.326	0.500	1189	4
3802	叟	sou3	0.411	1.000	1190	6
3867	擞	sou3	0.381	1.000	1190	6
4828	薮	sou3	0.126	1.000	1190	6
295	难	nan5	1.000	0.012	1191	1
1923	溜	liu5	0.475	0.100	1192	2
2643	榴	liu5	0.525	0.286	1192	2
2512	哄	hong4	0.894	0.400	1193	5
53	行	hang4	0.697	0.002	1194	3
2398	巷	hang4	0.258	0.100	1194	3
227	神	shen5	0.759	0.007	1195	2
2970	婶	shen5	0.241	0.200	1195	2
792	恶	e3	1.000	0.036	1196	1
2474	芦	lu5	0.761	0.324	1197	3
3142	噜	lu5	0.218	0.222	1197	3
2883	撇	pie3	0.923	0.667	1198	2
1022	训	xun5	1.000	0.053	1199	1
3191	肮	ang1	1.000	1.000	1200	1
285	听	ting4	0.993	0.010	1201	2
285	听	ting5	1.000	0.010	1202	1
3199	妞	niu1	1.000	1.000	1203	1
1330	横	heng4	1.000	0.081	1204	1
2160	矩	ju5	1.000	0.250	1205	1
3114	婿	xu5	0.568	0.500	1206	3
4151	蓿	xu5	0.338	1.000	1206	3
580	害	hai5	1.000	0.020	1207	1
3264	淆	xiao2	0.975	1.000	1208	2
184	度	du5	0.613	0.004	1209	2
2597	妒	du5	0.387	0.167	1209	2
3265	蕊	rui3	0.999	1.000	1210	2
1336	闹	nao5	1.000	0.077	1211	1
2531	伽	qie2	0.106	0.040	1212	3
3136	茄	qie2	0.893	0.762	1212	3
3087	嗦	suo5	1.000	0.800	1213	1
3480	袄	ao3	0.791	1.000	1214	4
5159	媪	ao3	0.114	1.000	1214	4
3585	簸	bo3	0.507	0.714	1215	4
3870	跛	bo3	0.491	1.000	1215	4
3468	岑	cen2	0.811	1.000	1216	2
4695	涔	cen2	0.189	1.000	1216	2
120	情	qing5	1.000	0.004	1217	1
689	模	mu2	1.000	0.024	1218	1
2373	咳	hai1	0.486	0.143	1219	2
3294	嗨	hai1	0.514	0.500	1219	2
2255	嚷	rang1	1.000	0.250	1220	1
3450	乒	ping1	0.850	1.000	1221	3
5251	娉	ping1	0.109	1.000	1221	3
2794	搂	lou1	0.999	0.500	1222	2
717	卡	qia3	0.999	0.024	1223	2
1053	弄	long4	0.976	0.043	1224	2
1278	奶	nai5	1.000	0.065	1225	1
1966	哼	hng5	1.000	0.167	1226	1
1974	扮	ban5	1.000	0.167	1227	1
3033	揣	chuai3	1.000	0.667	1228	1
2816	嗽	sou5	1.000	0.500	1229	1
2816	嗽	sou4	1.000	0.500	1229	1
702	冲	chong4	0.933	0.021	1231	2
1328	荒	huang5	0.295	0.020	1232	2
1650	慌	huang5	0.705	0.077	1232	2
2524	哟	yo5	1.000	0.333	1233	1
876	楼	lou5	0.400	0.013	1234	2
3218	喽	lou5	0.600	0.500	1234	2
286	白	bai5	1.000	0.008	1235	1
3384	筛	shai1	0.998	1.000	1236	2
3495	掐	qia1	0.889	1.000	1237	3
3397	甭	beng2	1.000	1.000	1238	1
3614	拈	nian1	0.788	1.000	1239	2
4727	蔫	nian1	0.212	1.000	1239	2
634	苦	ku5	0.369	0.007	1240	2
1210	哭	ku5	0.631	0.033	1240	2
3411	盎	ang4	1.000	1.000	1241	1
1401	隆	long1	1.000	0.068	1242	1
2042	嗯	en4	0.771	0.125	1243	2
4696	摁	en4	0.229	1.000	1243	2
3872	嗟	jue1	0.299	0.500	1244	4
4115	撅	jue1	0.473	1.000	1244	4
4708	噘	jue1	0.226	1.000	1244	4
231	数	shu5	0.405	0.002	1245	2
1422	叔	shu5	0.595	0.042	1245	2
3927	卯	mao3	0.579	1.000	1246	5
4804	峁	mao3	0.205	1.000	1246	5
5324	铆	mao3	0.121	1.000	1246	5
213	口	kou5	1.000	0.006	1247	1
1347	婆	po5	0.596	0.036	1248	2
2326	泼	po5	0.404	0.091	1248	2
2863	屯	zhun1	0.269	0.125	1249	5
4016	谆	zhun1	0.540	1.000	1249	5
5466	肫	zhun1	0.106	1.000	1249	5
2316	辰	chen5	0.597	0.130	1250	3
2503	衬	chen5	0.356	0.100	1250	3
3536	纂	zuan3	0.962	1.000	1251	4
1220	侧	ze4	0.543	0.026	1252	3
4279	仄	ze4	0.417	1.000	1252	3
324	拉	la2	0.272	0.002	1253	5
2676	喇	la2	0.110	0.037	1253	5
3579	剌	la2	0.410	0.429	1253	5
5209	旯	la2	0.147	1.000	1253	5
2989	扛	kang2	1.000	0.500	1254	1
1805	扭	niu5	1.000	0.105	1255	1
1185	妹	mei5	1.000	0.042	1256	1
3339	褪	tun4	1.000	0.750	1257	1
239	目	mu5	1.000	0.005	1258	1
3126	屉	ti5	0.580	0.333	1259	2
3158	剔	ti5	0.420	0.250	1259	2
822	慢	man5	1.000	0.021	1260	1
1017	坦	tan5	1.000	0.029	1261	1
3641	冗	rong3	1.000	1.000	1262	1
3782	蹿	cuan1	0.855	1.000	1263	5
2637	驼	tuo5	1.000	0.273	1264	1
2042	嗯	n4	1.000	0.125	1265	1
2042	嗯	ng4	1.000	0.125	1265	1
2042	嗯	ng2	1.000	0.125	1265	1
2042	嗯	n2	1.000	0.125	1265	1
2042	嗯	n3	1.000	0.125	1265	1
2042	嗯	ng3	1.000	0.125	1265	1
2142	嫂	sao5	1.000	0.143	1271	1
410	花	hua5	1.000	0.008	1272	1
3699	吮	shun3	1.000	1.000	1273	1
1404	丧	sang5	1.000	0.050	1274	1
3033	揣	chuai4	0.259	0.111	1275	6
4004	啜	chuai4	0.244	0.333	1275	6
4472	踹	chuai4	0.425	1.000	1275	6
3873	亘	gen4	0.831	1.000	1276	3
4551	艮	gen4	0.129	0.333	1276	3
2641	逛	guang5	1.000	0.250	1277	1
3172	呃	e5	1.000	0.500	1278	1
3177	拧	ning3	0.999	0.500	1279	2
1688	臂	bei5	0.605	0.043	1280	2
3961	呗	bei5	0.395	0.500	1280	2
90	心	xin5	1.000	0.002	1281	1
2512	哄	hong3	1.000	0.200	1282	1
3874	瓮	weng4	0.924	1.000	1283	4
866	散	san5	1.000	0.018	1284	1
2809	哺	bu1	0.610	0.167	1285	6
5043	逋	bu1	0.254	1.000	1285	6
3851	湍	tuan1	0.998	1.000	1286	2
202	水	shui5	1.000	0.003	1287	1
1824	刷	shua4	1.000	0.074	1288	1
2916	枉	wang5	1.000	0.300	1289	1
4103	抠	kou1	0.819	1.000	1290	3
5588	芤	kou1	0.156	1.000	1290	3
3941	瘸	que2	1.000	1.000	1291	1
894	谢	xie5	1.000	0.016	1292	1
2829	咋	za3	1.000	0.250	1293	1
3381	拎	lin1	1.000	0.500	1294	1
3381	拎	ling1	1.000	0.500	1294	1
173	特	te2	1.000	0.002	1296	1
4216	盹	dun3	0.773	1.000	1297	2
5295	趸	dun3	0.227	1.000	1297	2
3097	搓	cuo5	1.000	0.333	1298	1
3548	攒	zan3	0.878	0.500	1299	4
3812	瘪	bie3	1.000	0.800	1300	1
2040	囊	nang1	0.517	0.043	1301	2
4079	囔	nang1	0.483	0.500	1301	2
4312	叵	po3	0.744	1.000	1302	3
5292	笸	po3	0.245	1.000	1302	3
1729	喷	pen4	1.000	0.054	1303	1
3613	琶	pa5	0.858	0.500	1304	2
5183	杷	pa5	0.142	0.500	1304	2
844	味	wei5	1.000	0.013	1305	1
4300	蒿	hao1	0.829	1.000	1306	3
5941	薅	hao1	0.125	1.000	1306	3
376	转	zhuai3	1.000	0.004	1307	1
3548	攒	cuan2	1.000	0.500	1308	1
729	余	yu5	0.998	0.010	1309	2
4292	簪	zan1	0.878	1.000	1310	3
6046	糌	zan1	0.107	1.000	1310	3
3706	蹭	ceng4	1.000	0.600	1311	1
5025	瓤	rang2	0.371	1.000	1312	4
5116	穰	rang2	0.335	1.000	1312	4
5267	禳	rang2	0.290	1.000	1312	4
3580	哝	nong5	1.000	0.500	1313	1
3247	拽	zhuai4	0.998	0.333	1314	2
3247	拽	zhuai1	1.000	0.333	1315	1
2591	敞	chang5	1.000	0.143	1316	1
4900	痤	cuo2	0.430	1.000	1317	6
5496	矬	cuo2	0.238	1.000	1317	6
5771	鹾	cuo2	0.166	1.000	1317	6
5889	嵯	cuo2	0.146	1.000	1317	6
790	脚	jiao5	1.000	0.010	1318	1
649	阳	yang5	0.513	0.004	1319	2
2644	痒	yang5	0.487	0.071	1319	2
2397	蓬	peng5	0.242	0.025	1320	2
2579	篷	peng5	0.758	0.100	1320	2
487	号	hao5	1.000	0.005	1321	1
3868	抡	lun1	1.000	0.667	1322	1
4246	掰	bai1	1.000	1.000	1323	1
659	药	yao5	1.000	0.007	1324	1
2891	帖	tie4	0.666	0.130	1325	2
5223	餮	tie4	0.334	1.000	1325	2
1445	撒	sa5	1.000	0.029	1326	1
3944	傀	kui3	0.860	0.600	1327	4
6027	跬	kui3	0.125	1.000	1327	4
1852	缝	feng5	1.000	0.049	1328	1
3033	揣	chuai1	0.983	0.222	1329	2
2040	囊	nang5	0.349	0.021	1330	2
4079	囔	nang5	0.651	0.500	1330	2
4365	馕	nang3	0.765	0.800	1331	3
5816	曩	nang3	0.182	1.000	1331	3
2841	虾	ha2	0.351	0.059	1332	2
3732	蛤	ha2	0.649	0.333	1332	2
2740	咧	lie5	1.000	0.143	1333	1
2740	咧	lie1	1.000	0.143	1333	1
2472	捏	nie5	1.000	0.100	1335	1
980	堂	tang5	1.000	0.012	1336	1
4361	谝	pian3	1.000	1.000	1337	1
2005	酬	chou5	1.000	0.053	1338	1
713	哈	ha4	1.000	0.007	1339	1
3629	帚	zhou5	1.000	0.400	1340	1
1137	混	hun5	1.000	0.014	1341	1
1190	蓝	lan5	1.000	0.015	1342	1
2951	咚	dong5	1.000	0.167	1343	1
3541	倔	jue4	0.991	0.333	1344	2
2238	歪	wai5	1.000	0.063	1345	1
4521	涮	shuan4	0.997	1.000	1346	2
4740	咩	mie1	0.769	1.000	1347	2
5232	乜	mie1	0.231	0.500	1347	2
392	罗	luo5	1.000	0.003	1348	1
4544	喵	miao1	1.000	1.000	1349	1
2955	豁	huo1	0.734	0.111	1350	4
6005	锪	huo1	0.181	1.000	1350	4
2976	绷	beng3	0.997	0.154	1351	2
2744	咯	lo5	1.000	0.111	1352	1
4559	啷	lang1	1.000	1.000	1353	1
1261	牌	pai5	1.000	0.015	1354	1
2046	缠	chan5	1.000	0.042	1355	1
1343	零	ling5	1.000	0.015	1356	1
2220	罕	han5	1.000	0.050	1357	1
2230	叉	cha3	0.653	0.032	1358	3
4663	衩	cha3	0.328	0.333	1358	3
4675	璀	cui3	0.992	1.000	1359	3
3343	茸	rong1	1.000	0.200	1360	1
4699	嗲	dia3	1.000	1.000	1361	1
2511	兜	dou5	1.000	0.067	1362	1
2844	叨	dao2	1.000	0.100	1363	1
4746	囡	nan1	1.000	1.000	1364	1
3143	忒	tei1	1.000	0.143	1365	1
3842	窿	long5	1.000	0.333	1366	1
2399	琳	lin5	1.000	0.053	1367	1
4887	沤	ou4	0.481	0.500	1368	2
5499	怄	ou4	0.519	1.000	1368	2
1263	鸟	diao3	0.990	0.011	1369	2
4876	耨	nou4	1.000	1.000	1370	1
4551	艮	gen3	1.000	0.667	1371	1
4899	碜	chen3	0.985	1.000	1372	3
1942	卧	wo5	1.000	0.026	1373	1
4563	夯	hang1	1.000	0.667	1374	1
4963	逡	qun1	0.979	1.000	1375	2
4972	蒯	kuai3	0.984	1.000	1376	2
5002	忾	kai4	1.000	1.000	1377	1
5415	赧	nan3	0.694	1.000	1378	3
6159	蝻	nan3	0.235	1.000	1378	3
1701	琴	qin5	1.000	0.016	1379	1
3706	蹭	ceng5	1.000	0.200	1380	1
5143	酩	ming3	1.000	1.000	1381	1
2377	爽	shuang5	1.000	0.033	1382	1
3514	撩	liao1	0.985	0.125	1383	2
4672	崴	wai3	1.000	0.500	1384	1
3627	拗	niu4	1.000	0.143	1385	1
5470	虿	chai4	0.888	1.000	1386	3
4404	蹶	jue3	1.000	0.333	1387	1
2897	棱	leng1	1.000	0.053	1388	1
2897	棱	leng5	1.000	0.053	1388	1
5685	喁	yong2	0.387	0.500	1390	4
6176	顒	yong2	0.351	1.000	1390	4
6364	颙	yong2	0.243	1.000	1390	4
5489	诶	ei1	1.000	1.000	1391	1
5530	耪	pang3	1.000	1.000	1392	1
2358	饼	bing5	1.000	0.023	1393	1
5551	孬	nao1	1.000	1.000	1394	1
4536	奘	zhuang3	1.000	0.333	1395	1
5273	吒	zha5	0.685	0.500	1396	2
5578	哞	mou1	1.000	1.000	1396	1
5926	馇	zha5	0.315	0.500	1396	2
5599	嘞	lei5	1.000	1.000	1398	1
5768	衄	nu:4	0.792	1.000	1399	3
6564	恧	nu:4	0.177	1.000	1399	3
5636	疃	tuan3	1.000	1.000	1400	1
5659	钭	tou3	0.957	1.000	1400	3
5675	裉	ken4	1.000	1.000	1402	1
5698	鳔	biao4	1.000	1.000	1403	1
6114	聬	weng3	0.524	1.000	1403	2
6173	蓊	weng3	0.476	1.000	1403	2
3769	涎	xian5	1.000	0.111	1405	1
5107	呔	tai3	1.000	0.500	1406	1
5594	噌	ceng1	1.000	0.667	1407	1
5938	尕	ga3	1.000	1.000	1408	1
4053	蚤	zao5	1.000	0.111	1409	1
6061	尻	kao1	0.833	1.000	1410	2
6789	訄	kao1	0.167	1.000	1410	2
5964	哏	gen2	1.000	1.000	1411	1
5017	遢	ta5	1.000	0.333	1412	1
6323	徂	cu2	0.604	1.000	1413	2
6516	殂	cu2	0.396	1.000	1413	2
3919	戌	qu5	1.000	0.077	1414	1
6124	蕤	rui2	0.936	1.000	1415	2
6133	颟	man1	1.000	1.000	1416	1
5782	銎	qiong1	1.000	0.500	1417	1
6224	糗	qiu3	1.000	1.000	1418	1
6216	谮	zen4	1.000	1.000	1418	1
6292	扃	jiong1	0.939	1.000	1420	2
6279	彖	tuan4	1.000	1.000	1421	1
6331	撙	zun3	1.000	1.000	1422	1
6422	掊	pou2	0.414	0.500	1422	2
6561	裒	pou2	0.586	1.000	1422	2
6515	脞	cuo3	1.000	1.000	1424	1
6531	膯	teng1	1.000	1.000	1425	1
6530	藭	qiong5	1.000	1.000	1425	1
6266	氽	tun3	1.000	0.500	1427	1
6591	夼	kuang3	1.000	1.000	1428	1
6624	鮣	yin5	1.000	1.000	1429	1
6422	掊	pou3	1.000	0.500	1430	1
6714	驵	zang3	1.000	1.000	1430	1
6760	肏	cao4	1.000	1.000	1432	1
6879	齁	hou1	1.000	1.000	1433	1
6855	耖	chao4	1.000	1.000	1433	1
6396	镡	xin2	1.000	0.333	1435	1
6932	眰	die4	1.000	1.000	1436	1
6896	讝	zhan2	1.000	1.000	1436	1
7246	艈	uu5	0.833	1.000	1438	2
8233	虲	uu5	0.167	1.000	1438	2
6936	哕	yue3	1.000	0.500	1439	1
